121.76,24.71
121.77,24.71
121.78,24.71
121.73,24.72
121.74,24.72
121.75,24.72
121.76,24.72
121.77,24.72
121.78,24.72
121.73,24.73
121.74,24.73
121.75,24.73
121.76,24.73
121.77,24.73
121.78,24.73
121.73,24.74
121.74,24.74
121.75,24.74
121.76,24.74
121.77,24.74
121.78,24.74
121.79,24.74
121.73,24.75
121.74,24.75
121.75,24.75
121.76,24.75
121.77,24.75
121.78,24.75
121.79,24.75
121.73,24.76
121.74,24.76
121.75,24.76
121.76,24.76
121.77,24.76
121.78,24.76
121.79,24.76
121.73,24.77
121.74,24.77
121.75,24.77
121.76,24.77
121.77,24.77
121.78,24.77
121.73,24.78
121.74,24.78
121.75,24.78
121.76,24.78
121.77,24.78
